content,key
,MYFACES-2725
"Currently HtmlRendererUtils.getOutcomeTargetLinkHref() only adds navigation case parameters if navigationCase.isIncludeViewParams() is true, however the rendering of view parameters must not have an impact on the navigation case parameters. A black box test of Mojarra confirmed this behavior.

This means that the following code will get a href of ""test.jsf?c=d&a=b""

<h:link value=""outcome link"" includeViewParams=""false"" outcome=""test.xhtml?c=d&a=b"" />",MYFACES-2724
"Some enhancements to the container initializer:

-changes will now ensure that if there is a conflict with any of the three mappings, the others will still be added.  
-added a check for alternate faces-config files defined by javax.faces.CONFIG_FILES context param",MYFACES-2723
"As it is currently implemented, javax.faces.validator.BeanValidator when initializing validation groups in postSetValidationGroups() can hit a CNFE.  We should check the context classloader first and then use the BeanValidator.class as a fallback. ",MYFACES-2722
"Cleanup the entire queue and xhr part so that we do not have to rely on singletons
and have an implementation specific free transport object itself, which can be plugged and
replaced for different transports.

This step is vital due to the upcoming iFrame and websocket transports.

Also the PPS part needs some cleanup, it has functionality in which is covered in a more optimized way
by our _Dom.js file (so we get an auto speedup by moving there)
",MYFACES-2721
"When page has some url parameter(s) after server-side validation error or by
default navigation JSF navigates to the page with the same viewId but without
url parameters.

IMHO the problem is the POST method submits the form to viewId's url only
instead of using url with the parameters as original url has.

This issue makes problems with bookmarking such views with params after handling
some action(minor problem) and generating proper response after action handling
based on this parameters(major problem) .

P.S. Also this issue has another side effect. When handling some action the url
parameters are unavailable.

P.P.S. The issue existed in Mojarra. The same Mojarra's issue can be found here https://javaserverfaces.dev.java.net/issues/show_bug.cgi?id=1653
And jsf forum discussion here:  http://forums.sun.com/thread.jspa?threadID=5438231",MYFACES-2720
"Looks like MyFaces ignores the url parameters within the outcome string.

F.g. 
	public String doIt(){
		
		return ""test2.xhtml?cur=33&faces-redirect=true"";
	}

Will redirect to test2.xhtml but without the cur=33 parameter. 

I successfully use this practice in Mojarra as only way to keep the url parameters after executing some action and using the PRG pattern now supported by JSF 2.0",MYFACES-2719
"h:commandButton does not take into account params when type=""button""",MYFACES-2718
"If you have two pages using <f:ajax>, both of the pages need jsf.js and furthermore it should be rendered in <h:head>. If you navigate from the first page to the second one via an action method and you do not use <c:if> or <c:forEach> on the first page, everything works fine (jsf.js is rendered in the head of the second page). However if you use <c:if> or <c:forEach> on the first page, FaceletViewDeclarationLanguage.setFilledView() will never be called and thus STANDARD_JSF_AJAX_LIBRARY_LOADED will not be removed from the FacesContext's attribute map and this means that jsf.js will NOT be rendered in the head of the second page, because the VDL thinks it has already been rendered.

However it is not a complete loss of functionality since MYFACES-2687 introduced code to render jsf.js inline, but it still is a bug.",MYFACES-2717
"The current codebase is in need of improvement, the refactoring will do following
a) Introduce a core runtime module which adds normal namespace handling, prototype based inheritance dojo style
and other core routines which are shared over all classes

b) Refactor the DomUtils and LangUtils and reassign the functions
c) Fix various bugs in the utils classes
d) Add better functions on some dom parts wherever it makes sense to cleanup the homegrown mess
e) Fix issue https://issues.apache.org/jira/browse/MYFACES-2715
 on the javascript side

",MYFACES-2716
"<h:commandLink/>
will output
<a hre=""#"" onclick=""om...""/>
not id by default.
I think it will cause ajax problem.

suggestion:
in HtmlLinkRendererBase.java
should use  HtmlRendererUtils.writeIdAndName(writer, component, facesContext);(or other stuff can add id attribute)
instead of 
HtmlRendererUtils.writeIdIfNecessary(writer, component, facesContext);

",MYFACES-2715
"Reading some blogs about jsf 2.0, I notice mojarra include an uncompressed jsf.js file and use it when development mode is used. It is difficult to debug myfaces javascript for users and I think it is worth to do it too.",MYFACES-2714
"UIRepeat.broadcast() has to push the component of the IndexedEvent target to the stack before the actual event is broadcasted on the component and remove it afterwards. This is needed because the current component (and its composite component parent) can be needed while the event is broadcasted (e.g. by LocationMethodExpression.invoke()). See also UIViewRoot._broadcastAll() for this behavior.

See also the discussion from the mailing list: http://markmail.org/message/wapxw76hwyi44jba?q=list:org.apache.myfaces.users",MYFACES-2713
"Since there is no release of codehaus javascript-maven-plugin, and we don't know when it could be one, it becomes necessary to copy the code and include it into myfaces-javascript-plugin (which has original trinidad compressor).

Fortunately, the code at codehaus is licensed with ASL  v 2.0, so we can use it without problem. In this case, we are only interested in import yuicompressor.",MYFACES-2712
"In the method Application.createComponent(FacesContext,Resource), it does not take into account that Application.createComponent(String) scan for annotations and register listeners attached to the component. At the end of the method, we have a code that scan again for annotations, duplicate them.

It was also found another bug. If it is used a wrapper for Application object, the method calls createComponent(String) directly. It should retrieve the Application instance from FacesContext and call the one of that instance, to ensure proper wrapping",MYFACES-2711
"From jsr-314-open list:

The javadoc of UIComponent.processRestoreState() says this:

""....Perform the component tree processing required by the Restore View  phase of the request processing lifecycle for all facets of this component, all children of this component, and this component itself, as follows.

    * Call the restoreState() method of this component.
    * Call pushComponentToEL(javax.faces.context.FacesContext, javax.faces.component.UIComponent).
    * Call the processRestoreState() method of all facets and children of this UIComponent in the order determined by a call to getFacetsAndChildren(). After returning from the processRestoreState() method on a child or facet, call popComponentFromEL(javax.faces.context.FacesContext)...""

The javadoc of UIComponent.processSaveState() says this:

"".....Perform the component tree processing required by the state saving portion of the Render Response phase of the request processing lifecycle for all facets of this component, all children of this component, and this component itself, as follows.

    * consult the transient property of this component. If true, just return null.
    * Call pushComponentToEL(javax.faces.context.FacesContext, javax.faces.component.UIComponent).
    * Call the processSaveState() method of all facets and children of this UIComponent in the order determined by a call to getFacetsAndChildren(), skipping children and facets that are transient. Ensure that popComponentFromEL(javax.faces.context.FacesContext) is called correctly after each child or facet.
    * Call the saveState() method of this component.
    * Encapsulate the child state and your state into a Serializable Object and return it.....""

The question is: Doesn't suppose that when you call UIComponent.getCurrentComponent() inside UIComponent.restoreState(), it returns the ""current component""?. There is one case when we need to do this call and is on the wrapper used by UIComponent.subscribeToEvent(). The javadoc of this method says this:

""....Install the listener instance referenced by argument componentListener as a listener for events of type eventClass originating from this specific instance of UIComponent. The default implementation creates an inner SystemEventListener  instance that wraps argument componentListener as the listener  argument. This inner class must call through to the argument componentListener in its implementation of SystemEventListener.processEvent(javax.faces.event.SystemEvent)  and its implementation of SystemEventListener.isListenerForSource(java.lang.Object)  must return true if the instance class of this UIComponent is assignable from the argument to isListenerForSource....""

Both myfaces and mojarra has the wrapper described by the javadoc, and that one is responsible to save/restore the system event listeners attached. To restore the ""component"" reference required, both implementations call UIComponent.getCurrentComponent() and both call processEvent but for the parent!.

It is obviously a bug (I don't see a valid reason why do the algorithm described), if you look other methods like processDecodes, you see the right pattern:

    *  If the rendered property of this UIComponent  is false, skip further processing.
    * Call pushComponentToEL(javax.faces.context.FacesContext, javax.faces.component.UIComponent).
    * Call the processDecodes() method of all facets and children of this UIComponent, in the order determined by a call to getFacetsAndChildren().
    * Call the decode() method of this component.
    * Call popComponentFromEL(javax.faces.context.FacesContext) from inside of a finally block, just before returning.
    * If a RuntimeException is thrown during decode processing, call FacesContext.renderResponse() and re-throw the exception.

I'll change myfaces algorithm to look like processDecodes(). But anyway, it is necessary to do the proper change on mojarra and on spec javadoc.

The spec issue is this:

http://javaserverfaces-spec-public.dev.java.net/issues/show_bug.cgi?id=792
",MYFACES-2710
"I review some code on myfaces builder plugin, and I saw it is possible to fix velocity loggin to use maven plugin.",MYFACES-2709
"The setAttributes response handling on the body throws accidentally an error
this happened due to wrongly placed catch blocks
",MYFACES-2708
"http://blogs.perl.org/users/clinton_gormley/2010/02/forcing-ie-to-accept-script-tags-in-innerhtml.html

enough said!

Fix is in the works, will be committed after testing on ie6 and 7 on monday.

",MYFACES-2707
"The webkit based browsers get one eval too late. The reason simply is that the code for the manual eval of embedded javascript has a bug by fetching the old element as eval part.
Firefox and IE is not affected by the bug (Firefox does auto Eval and IE touches other codeparts with their replacement code)

Fixup is in the works will be committed on monday after testing. ",MYFACES-2706
"ClassCastException in HtmlAjaxBehaviorRenderer
",MYFACES-2705
"When we have an <h:commandButton> with a nested <f:param>, the <f:param> is rendered as a hidden input with the given name and value.  This works fine except in the case where two different <h:commandButton> widgets each have an <f:param> with the same name.  The result is two hidden inputs with the same name but different values, and one of the values will win out.",MYFACES-2704
"actually they should now say JSF-2.0 in the pom.xml

We should also upgrade the shared site to http://myfaces.apache.org/shared20",MYFACES-2703
"Finally we have the documentation and one example that describes how this undocumented tag works. (Thanks to David Geary and Alexander Smirnov)

The tag attributes are this:

1) ""event"", type String. this is the name of target component event for
which behavior object will be attached.
2) ""name"", type String - the name of composite component behavior.
3) ""default"", type boolean, defines default composite component event,
same as the ""action"" is default for commandLink. There should be only
one default behavior per composite, exception will be thrown.
4) ""targets"" - the same as for all other <composite:... > tags.

I'm doing a full review of Behavior api before implement this one, and it seems this tag requires some workarounds to be done on vdl.retargetAttachedObjects. Instead using ""for"" as target, this one use a combination of ""event"" and ""name"", so at first view we need to try what happen when nested composite components are used.",MYFACES-2702
"We have an error in our implementation here, it used to work but due to the j4fry codebase integration it was moved into the currently queued request object, which is not entirely correct, this function has to work outside of any jsf.ajax.request
",MYFACES-2701
"following usecase fails
<h:form id=""a"">
<h:commandButton action=""#{TestBean.action}"" value=""submit""/>
</h:form>

<h:form>
<input type=""button"" value=""ajax ReRender"" onclick=""jsf.ajax.request(this,event,{execute:'@form',render:'a', onevent:function(data){alert(travelObjectString(data))}})""/>
</h:form>

this is a generic problem of both implementations I will investigate the problem and check if there is a way to get this up and running. The problem stems from the fact that javascript dialog frameworks manipulate the dom tree because position fixed does not work so they rely on dom shifting, which also means you have to embed a form into the dialog which when the dialog itself is ajaxed failes due to having the viewState not set properly.
",MYFACES-2700
"Checking the new Behavior api (for implement cc:clientBehavior), I note that the javadoc of UIComponent.broadcast says this:

""....Broadcast the specified FacesEvent to all registered event listeners who have expressed an interest in events of this type. Listeners are called in the order in which they were added.

If the event is an instance of BehaviorEvent and the current component is the source of the event call BehaviorEvent.getBehavior() to get the Behavior for the event. If the behavior implements ClientBehavior, call Behavior.broadcast(javax.faces.event.BehaviorEvent)}.....""

The wrong line is:

"".....If the behavior implements ClientBehavior, call Behavior.broadcast.....""

So, if a user try to create a custom Behavior, the method broadcast() will be useless, and custom behaviors will not catch events. I think it is a bug on the javadoc, so I'll correct it on myfaces.
",MYFACES-2699
"It is necessary to do the following enhancements to myfaces-builder-plugin and myfaces-builder-plugin annotations:

- Add @JSFBehavior annotation and all related code (documentation, fix all templates,....)
- Add @JSFFaceletTag ""behaviorClass"" attribute, so tag handlers could inherit properties from behaviors.
- Add @JSFProperty and @JSFJspAttribute ""faceletsOnly"" attribute, because there are components with properties only available on facelets and no custom tag handler (see custom converter and validator ""disabled"" and ""for"" property like javax.faces.validator.DoubleRangeValidator)
- Add and update some templates.
- Small doc fixes

Some changes are big, so we need to commit all changes at once on multiple branches. ",MYFACES-2698
"BeanValidation class is annotated with @FacesVallidator annotation, and it should not be.

We know that by default BeanValidation should be added to the Application object only if the param javax.faces.validator.DISABLE_DEFAULT_BEAN_VALIDATOR is set to false. So, there is no reason to use @FacesValidator, let the scanner find it and then check the property. It is better keep things simple and simplify the code on FacesConfigurator.",MYFACES-2697
"Since JSF 2.0 the Location the component is created from is stored in the component's attribute map. This information should be included in the debug page and also in exceptions, which refer a component.",MYFACES-2696
Currently there are some problems with wrong values on varStatus and incorrect saved and restored scope values (with keys specified in var and varStatus).,MYFACES-2695
...otherwise VisitContext.createVisitContext(facesContext) won't work.,MYFACES-2694
"While working on the extended debug support, I noticed that ui:repeat only visits its children once whereas it should visit them once for every value in the DataModel (somehow like UIData.visitTree()). A black box test of mojarra confirmed my thoughts.",MYFACES-2693
"Checking some stuff related to how to target scripts to <form>, the documentation of javax.faces.Form renderer says this:

""....Obtain the UIViewRoot view identifier and use it to obtain an action URL by calling ViewHandler.getActionURL. Use the action URL to obtain an encoded action URL by calling ExternalContext.encodeActionURL. Obtain an encoded partial action URL by calling ExternalContext.encodePartialActionURL using action URL as the argument. Compare the result from ExternalContext.encodePartialActionURL  with the value from ExternalContext.encodeActionURL(). If they are different, render a hidden field with the name javax.faces.encodedURL  and the value of this hidden field as the value from ExternalContext.encodePartialActionURL....""",MYFACES-2692
"Doing some stuff related to TOMAHAWK-1494, I notice that we don't have utility methods when a custom library bundle is required to be scanned after the application bundle but before the default javax.faces.Messages bundle.

So I reviewed all message api stuff we have in myfaces core, shared and tomahawk, from 1.1.x to 2.0.x, and I finally did some enhancements on all branches. This change should be done in all branches at the same time, including core and tomahawk.

It was also implemented the idea done in TOMAHAWK-1494, related to deffer the evaluation of expressions and cache them in variables. Also, I notice it is possible when it is used MessageFormat to pass non String values and there is special commands to handle them when they are integer, double, etc. Actually we assume every argument is String because all message keys used does not use this feature, but it is possible for users to do that, so we need to fix the code to allow that.",MYFACES-2691
"When using <ui:debug> on a facelet page the user can get debug info with ctrl+shift+d. This debug info is created by UIDebug.debugRequest() in FaceletVDL.createView().

UIDebug.debugRequest() calls FacesContext.responseComplete() if the request was a debug request and the information was written to the response writer. However we currently do not check that right after the call to UIDebug.debugRequest() and thus we continue with the whole RestoreView phase before we stop processing in LifecycleImpl (where FacesContext.getResponseComplete() is checked).

If we check response complete right after the call to UIDebug.debugRequest(), we can skip any further processing and thus be a lot faster here. The only thing we have to care about is that FaceletVDL.createView() will return null and thus we need some null checks (but this should happen anyway, I guess).",MYFACES-2690
"We need to identify components that are composite ones to prevent add them in facelets taglib xml file and we need to deal with properties that could contain partialStateHolder instances. Right now the template for components use stateHolder property with the semantic of partialStateHolder, but we should preserve a clear semantic.",MYFACES-2689
"because 'javax.view.id' will not be find in request.getParametersMap, the restore phase executor will stop execute.

source code:
package org.apache.myfaces.lifecycle;
.........
class RestoreViewExecutor implements PhaseExecutor
..........
  public boolean execute(FacesContext facesContext){
..................

         if (!errorPageRequest && restoreViewSupport.isPostback(facesContext)){
................
          }
...............
  }

restoreViewSupport.isPostback(facesContext) will call facesContext.getExternalContext().getRequestParameterMap().get(ResponseStateManager.VIEW_STATE_PARAM)

but  request.parameterMap is empty because of  using 'multipart/form-data'.

 restoreViewSupport.isPostback(facesContext) will return false,

then FacesContext.renderResponse() is called. the whole phasing process is stopped.



suggestion:

should wrap request.parameterMap from the first place.



",MYFACES-2688
"When attaching a ClientBehavior ( != <f:ajax>) to e.g. a <h:commandButton>, jsf.util.chain() is implicitly used by the <h:commandButton> when rendering the ClientBehavior.

However if no <f:ajax> stuff is on the current page or jsf.js is not included manually by <h:outputScript library=""javax.faces"" name=""jsf.js"" />, we will get a JavaScript error saying ""jsf is not defined"", because jsf.util.chain() is used, but jsf.js is not there!",MYFACES-2687
"Prerequisites:

My Application contains three libraries (WEB-INF/lib) where version exceeds integer boundaries:
spring-modules-cache-1.0-rc1-20060714150240.jar
spring-modules-jbpm31-0.1-20060714150320.jar
spring-modules-jcr-1.0-dev-20060714150325.jar

MANIFEST.MF (of the first one) looks like as follows:

Manifest-Version: 1.0
Ant-Version: Apache Ant 1.6.5
Created-By: 1.5.0_07-b03 (Sun Microsystems Inc.)
Implementation-Vendor: springframework.org
Implementation-Title: ${project.title}
Implementation-Version: 1.0-rc1-20060714150240

SCENARIO: If the MyFaces is being initialized on application startup, it parses meta-inf information from MANIFEST.MF of all jars in classpath. And the following exception is thrown:

SEVERE: An error occured while initializing MyFaces: java.lang.NumberFormatException: For input string: ""20060714150240""
javax.faces.FacesException: java.lang.NumberFormatException: For input string: ""20060714150240""
	at org.apache.myfaces.config.FacesConfigurator.logMetaInf(FacesConfigurator.java:653)
	at org.apache.myfaces.config.FacesConfigurator.configure(FacesConfigurator.java:510)
	at org.apache.myfaces.webapp.AbstractFacesInitializer.buildConfiguration(AbstractFacesInitializer.java:243)
	at org.apache.myfaces.webapp.Jsp21FacesInitializer.initContainerIntegration(Jsp21FacesInitializer.java:73)
	at org.apache.myfaces.webapp.AbstractFacesInitializer.initFaces(AbstractFacesInitializer.java:113)
	at org.apache.myfaces.webapp.StartupServletContextListener.initFaces(StartupServletContextListener.java:186)
	at org.apache.myfaces.webapp.StartupServletContextListener.contextInitialized(StartupServletContextListener.java:159)
	at org.apache.catalina.core.StandardContext.listenerStart(StandardContext.java:3972)
	at org.apache.catalina.core.StandardContext.start(StandardContext.java:4467)
	at org.apache.catalina.core.ContainerBase.addChildInternal(ContainerBase.java:791)
	at org.apache.catalina.core.ContainerBase.addChild(ContainerBase.java:771)
	at org.apache.catalina.core.StandardHost.addChild(StandardHost.java:546)
	at org.apache.catalina.startup.HostConfig.deployDescriptor(HostConfig.java:637)
	at org.apache.catalina.startup.HostConfig.deployDescriptors(HostConfig.java:563)
	at org.apache.catalina.startup.HostConfig.deployApps(HostConfig.java:498)
	at org.apache.catalina.startup.HostConfig.start(HostConfig.java:1277)
	at org.apache.catalina.startup.HostConfig.lifecycleEvent(HostConfig.java:321)
	at org.apache.catalina.util.LifecycleSupport.fireLifecycleEvent(LifecycleSupport.java:119)
	at org.apache.catalina.core.ContainerBase.start(ContainerBase.java:1053)
	at org.apache.catalina.core.StandardHost.start(StandardHost.java:785)
	at org.apache.catalina.core.ContainerBase.start(ContainerBase.java:1045)
	at org.apache.catalina.core.StandardEngine.start(StandardEngine.java:443)
	at org.apache.catalina.core.StandardService.start(StandardService.java:519)
	at org.apache.catalina.core.StandardServer.start(StandardServer.java:710)
	at org.apache.catalina.startup.Catalina.start(Catalina.java:581)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.apache.catalina.startup.Bootstrap.start(Bootstrap.java:289)
	at org.apache.catalina.startup.Bootstrap.main(Bootstrap.java:414)
Caused by: java.lang.NumberFormatException: For input string: ""20060714150240""
	at java.lang.NumberFormatException.forInputString(NumberFormatException.java:48)
	at java.lang.Integer.parseInt(Integer.java:461)
	at java.lang.Integer.valueOf(Integer.java:554)
	at org.apache.myfaces.config.FacesConfigurator$Version.<init>(FacesConfigurator.java:2492)
	at org.apache.myfaces.config.FacesConfigurator.logMetaInf(FacesConfigurator.java:592)
	... 30 more



",MYFACES-2686
"Looking some jsf 2.0 code, I notice the current algorithm of  UIData.invokeOnComponent cannot handle the case when the target is a UIColumn instance and no rowIndex is on clientId. Is that ok?

Checking the new visit tree api, UIData.visitTree cleary says:

""....If this component has children, for each UIColumn child:

Call VisitContext.invokeVisitCallback(javax.faces.component.UIComponent, javax.faces.component.visit.VisitCallback) on that UIColumn instance. If such a call returns true, terminate visiting and return true from this method.

If the child UIColumn has facets, call UIComponent.visitTree(javax.faces.component.visit.VisitContext, javax.faces.component.visit.VisitCallback) on each one.....""

I think we should do something like this:

                for (Iterator<UIComponent> itChildren = this.getChildren().iterator();
                        !returnValue && itChildren.hasNext();)
                {
                    UIComponent child = itChildren.next();
                    if (child instanceof UIColumn && clientId.equals(child.getClientId()))
                    {
                        try {
                            callback.invokeContextCallback(context, child);
                        } catch (Exception e) {
                            throw new FacesException(e);
                        }
                        returnValue = true;
                    }
                    // process the child's facets
                    for (Iterator<UIComponent> itChildFacets = child.getFacets().values().iterator();
                            !returnValue && itChildFacets.hasNext();)
                    {
                        //recursive call to find the component
                        returnValue = itChildFacets.next().invokeOnComponent(context, clientId, callback);
                    }
                }

We can commit this one because this is really a defect-fix, not an incomplicant feature.
",MYFACES-2685
"UIComponentBase.saveAttachedState needs a null check when a List object is saved. Elements that implements StateHolder and are transient just return null, so if we save a list like facesListeners, we end adding null values to the List.",MYFACES-2684
"At the end of DefaultFaceletsStateManagementStrategy.restoreView we do this call:

view.visitTree(VisitContext.createVisitContext(context), new RestoreStateCallback());

This one propagates PostRestoreStateEvent, that triggers set binding property on all beans (see UIComponent.processEvent).

An possible use case in jsf 1.1 and jsf 1.2 is add additional components to the tree on that event. Long time ago, that was an implementation detail but now it was standarized. Right now with pss disabled everything works fine but with pss enabled that use case does not work.

The reason why this is not working is we use a listener attached to PostAddToViewEvent / PreRemoveFromViewEvent to keep track of programatically added / removed components. Since RestoreViewExecutor disable event processing on restore view, PostAddPreRemoveFromViewListener just don't receive the events and all added components are just skipped.

This does not happen with pss disabled because we don't rely there of some kind of Listener to keep track of changes on component tree, we just save the whole tree and that's it.

A similar problem we have on the same method (see vdl.buildView):

                // TODO: Why is necessary enable event processing?
                // ANS: On RestoreViewExecutor, setProcessingEvents is called first to false
                // and then to true when postback. Since we need listeners registered to PostAddToViewEvent
                // event to be handled, we should enable it again. We are waiting a response from EG about
                // the behavior of those listeners, because for partial state saving we need this listeners
                // be called from here and relocate components properly, but for now we have to let this code as is.
                try 
                {
                    context.setProcessingEvents (true);
                    vdl.buildView (context, view);

I think it is better to enable it in this case",MYFACES-2683
"ResourceHandler wrappers that does not implement handleResourceRequest not work correctly, because this method is calling createResource of ResourceHandlerImpl",MYFACES-2682
We have a duplicate rule that cause every ResourceHandler to be loaded twice. ,MYFACES-2681
"Discussing some extval stuff, it was found myfaces always try to retrieve the renderkit factory to get the current renderkit, ignoring the method FacesContext.getRenderKit().

FacesContext implementation cache a renderkit factory instance and on that place we could cache the current renderkit too. Doing some tests with extval on mojarra we discover that it creates very few instances (between 2 to 4) and myfaces creates many of them, because extval renderkit create wrappers over and over and myfaces does not cache them.

In theory, the renderkit instance used is per view, so in a single request it is expected this instance changes by most twice. I think we should commit this change on all branches (1.1.x, 1.2.x and 2.0.x).",MYFACES-2680
FacesCompositeELResolver uses Scope.class.getName(). I think it is better to use a public constant on a field.,MYFACES-2679
"Depending on how navigation cases are ordered, we may select an incorrect navigation case.",MYFACES-2678
"CompositeComponentAttributesMapWrapper contains some parts that rely on cc.getAttributes().get() returning a ValueExpression, but this is not possible anymore because of the changes from MYFACES-2633.",MYFACES-2677
"now that we have the tree-visiting in place, we can do both:

- first write out the component-tree master, with only expressions in place (see MYFACES-2667)
- second we write out the tree how it is really evaluated by the components, with the real component values

the more debugging information, the better!",MYFACES-2676
"The code committed in MYFACES-2633 causes Bean-Validation to stop working on composite components, because the BeanValidator can't access the actual ValueExpression anymore, because it is not on the component's attribute map.

In MYFACES-2622 I committed code that handled CompositeComponentExpressionHolder correctly on the BeanValidator. After this commit BeanValidation worked well for composite components. Last week I stumbled upon this again and noticed it was not working anymore. As mentioned before, the code committed in MYFACES-2633 causes this problem.",MYFACES-2675
"in web.xml have the following ctx param:

<context-param>
    <param-name>org.apache.myfaces.annotation.SCAN_PACKAGES</param-name>
    <param-value>net.wessendorf</param-value>
</context-param>

but if this package does not exist, you'll notice this:
Caused by: java.lang.ClassNotFoundException: No resource for net/wessendorf
	at org.apache.myfaces.config.annotation._PackageInfo.getClasses(_PackageInfo.java:102)
	at org.apache.myfaces.config.annotation.AnnotationConfigurator.packageClasses(AnnotationConfigurator.java:332)
	at org.apache.myfaces.config.annotation.AnnotationConfigurator.configure(AnnotationConfigurator.java:186)
	... 17 more

",MYFACES-2674
"The new ClassloaderUtils class in shared is missing some java2 security checks when getting the context classloader.  

Will also resolve an additional area where we've seen java2 security problems in the past with the annotation lifecycle providers with this issue.

Will refactor the ClassUtils.getContextClassloader method to call into the ClassloaderUtils method of the same name to avoid dual code maintenance.  leaving the original method in ClassUtils in place however in case any other projects utilize it.  ",MYFACES-2673
"Actually we have a code on UIComponentBase.wrapBehaviorsMap() that each time it is called it returns a Collections.unmodifiableMap(_behaviorsMap). I think we can use a transient variable here to hold the resulting instance, and each time it is called return it. Collections.unmodifiableMap is just a wrapper of the real one, so we can cache it safely here. UIComponentBase.getClientBehaviors could be called many times for the same component when it is rendered. I think it is worth to do it.",MYFACES-2672
"The change to CompositeComponentRule committed by MYFACES-2633 actually does break the ezcomp RI sample.  Specifically, in the spinner example it is causing the last value submitted to not be updated when you click the reload button.  It has reverted to the same behavior that was fixed by MYFACES-2340.  

I did some playing around, and it seems that both adding the ValueExpression directly to the map AND calling instance.setValueExpression() seems to resolve both cases.  
      ((UIComponent) instance).getAttributes().put(_name, _attr.getValueExpression(ctx, _type));  //right now this first line is commented out
       ((UIComponent) instance).setValueExpression(_name, _attr.getValueExpression(ctx, _type));

As far as I can tell, I haven't seen any repercussions to leaving both calls in place, but it feels like there should be a more elegant solution.   I'll leave this open for discussion for a few days in case someone has another idea for a resolution before I check in the change.   

In the meantime, I'll do some additional testing to make sure there aren't any side affects of making both calls.  ",MYFACES-2671
"We have the following algorithm to remove components programatically on PSS:

                List<String> clientIdsRemoved = getClientIdsRemoved(view);
                
                if (clientIdsRemoved != null)
                {
                    for (String clientId : clientIdsRemoved)
                    {
                        view.invokeOnComponent(context, clientId, new ContextCallback()
                            {
                                public void invokeContextCallback(FacesContext context,
                                        UIComponent target)
                                {
                                    if (target.getParent() != null)
                                    {
                                        target.getParent().getChildren().remove(target);
                                    }
                                }
                            });
                    }
                }

It is possible have a child on a facet, so that code will not work on that case. The code must take into account that scenario and if no child is removed, try to locate and remove from facets map",MYFACES-2670
"Checking some stuff related to PSS, I found we are building a regular expression to check if a clientId contains a row id or not without take into account UINamingContainer.getSeparatorChar method.",MYFACES-2669
"Calling startElement() currently resets _isScript in HtmlResponseWriterImpl, thus the rendering of any component inside a script section (which most likely calls startElement()) does not work correclty, because the information that we currently are inside a script gets lost and thus the comment-end is not written at the end of the script.

Normally we would not think of rendering a component inside a script section, but PrimeFaces does it in its DataTable with columnFilter and I guess it is totally ok to do that.

Here is the related thread from the mailing list: http://www.junlu.com/list/43/621770.html",MYFACES-2668
